   1.00000000 -897.32780120 
   2.00000000 -897.33291454 
   3.00000000 -897.33626721 
   4.00000000 -897.33843904 
   5.00000000 -897.33978968 
   6.00000000 -897.34054017 
   7.00000000 -897.34090958 
   8.00000000 -897.34102037 
   9.00000000 -897.34094192 
  10.00000000 -897.34072525 
  11.00000000 -897.34043435 
  12.00000000 -897.34012405 
  13.00000000 -897.33978929 
  14.00000000 -897.33946203 
  15.00000000 -897.33915386 
  16.00000000 -897.33887131 
  17.00000000 -897.33860497 
  18.00000000 -897.33837360 
  19.00000000 -897.33816492 
  20.00000000 -897.33798070 
  21.00000000 -897.33781870 
  22.00000000 -897.33768354 
  23.00000000 -897.33756584 
  24.00000000 -897.33746302 
  25.00000000 -897.33737448 
  26.00000000 -897.33730021 
  27.00000000 -897.33723876 
  28.00000000 -897.33718535 
  29.00000000 -897.33713973 
  30.00000000 -897.33710065 
