   1.00000000 -708.67161635 
   2.00000000 -708.68126681 
   3.00000000 -708.68637054 
   4.00000000 -708.68883093 
   5.00000000 -708.68984604 
   6.00000000 -708.69011299 
   7.00000000 -708.68988787 
   8.00000000 -708.68940162 
   9.00000000 -708.68877048 
  10.00000000 -708.68810999 
  11.00000000 -708.68748367 
  12.00000000 -708.68687822 
  13.00000000 -708.68631887 
  14.00000000 -708.68582689 
  15.00000000 -708.68539326 
  16.00000000 -708.68501738 
  17.00000000 -708.68469281 
  18.00000000 -708.68441976 
  19.00000000 -708.68418955 
  20.00000000 -708.68399181 
  21.00000000 -708.68382242 
  22.00000000 -708.68368123 
  23.00000000 -708.68356408 
  24.00000000 -708.68346555 
  25.00000000 -708.68338225 
  26.00000000 -708.68331225 
  27.00000000 -708.68325345 
  28.00000000 -708.68320353 
  29.00000000 -708.68316109 
  30.00000000 -708.68312489 
