   1.00000000 -2379.33596028 
   2.00000000 -2379.34636382 
   3.00000000 -2379.35207546 
   4.00000000 -2379.35476198 
   5.00000000 -2379.35575203 
   6.00000000 -2379.35566903 
   7.00000000 -2379.35483496 
   8.00000000 -2379.35367583 
   9.00000000 -2379.35255699 
  10.00000000 -2379.35151302 
  11.00000000 -2379.35044878 
  12.00000000 -2379.34941982 
  13.00000000 -2379.34856704 
  14.00000000 -2379.34783734 
  15.00000000 -2379.34720643 
  16.00000000 -2379.34665258 
  17.00000000 -2379.34619246 
  18.00000000 -2379.34581047 
  19.00000000 -2379.34549842 
  20.00000000 -2379.34524315 
  21.00000000 -2379.34503534 
  22.00000000 -2379.34486374 
  23.00000000 -2379.34472217 
  24.00000000 -2379.34460577 
  25.00000000 -2379.34450954 
  26.00000000 -2379.34442945 
  27.00000000 -2379.34436241 
  28.00000000 -2379.34430637 
  29.00000000 -2379.34425948 
  30.00000000 -2379.34422018 
