   1.00000000 -1700.98619850 
   2.00000000 -1700.99552208 
   3.00000000 -1701.00166110 
   4.00000000 -1701.00539149 
   5.00000000 -1701.00732239 
   6.00000000 -1701.00808773 
   7.00000000 -1701.00823777 
   8.00000000 -1701.00783610 
   9.00000000 -1701.00704934 
  10.00000000 -1701.00619463 
  11.00000000 -1701.00528950 
  12.00000000 -1701.00432864 
  13.00000000 -1701.00343924 
  14.00000000 -1701.00263257 
  15.00000000 -1701.00187387 
  16.00000000 -1701.00117762 
  17.00000000 -1701.00055402 
  18.00000000 -1700.99999620 
  19.00000000 -1700.99950521 
  20.00000000 -1700.99909243 
  21.00000000 -1700.99873885 
  22.00000000 -1700.99843455 
  23.00000000 -1700.99817555 
  24.00000000 -1700.99795669 
  25.00000000 -1700.99777380 
  26.00000000 -1700.99761952 
  27.00000000 -1700.99748861 
  28.00000000 -1700.99737853 
  29.00000000 -1700.99728641 
  30.00000000 -1700.99720960 
