   1.00000000 -4305.63252780 
   2.00000000 -4305.64043806 
   3.00000000 -4305.64551690 
   4.00000000 -4305.64855724 
   5.00000000 -4305.65017725 
   6.00000000 -4305.65078954 
   7.00000000 -4305.65076585 
   8.00000000 -4305.65033506 
   9.00000000 -4305.64962444 
  10.00000000 -4305.64877657 
  11.00000000 -4305.64788760 
  12.00000000 -4305.64700920 
  13.00000000 -4305.64617262 
  14.00000000 -4305.64541586 
  15.00000000 -4305.64473955 
  16.00000000 -4305.64414449 
  17.00000000 -4305.64363548 
  18.00000000 -4305.64319539 
  19.00000000 -4305.64281295 
  20.00000000 -4305.64247931 
  21.00000000 -4305.64219092 
  22.00000000 -4305.64194110 
  23.00000000 -4305.64172623 
  24.00000000 -4305.64154081 
  25.00000000 -4305.64138221 
  26.00000000 -4305.64124692 
  27.00000000 -4305.64113151 
  28.00000000 -4305.64103486 
  29.00000000 -4305.64095160 
  30.00000000 -4305.64088036 
