   1.00000000 -1371.89008014 
   2.00000000 -1371.90380799 
   3.00000000 -1371.91265511 
   4.00000000 -1371.91791835 
   5.00000000 -1371.92077536 
   6.00000000 -1371.92194147 
   7.00000000 -1371.92201382 
   8.00000000 -1371.92132268 
   9.00000000 -1371.92023377 
  10.00000000 -1371.91896055 
  11.00000000 -1371.91767472 
  12.00000000 -1371.91644722 
  13.00000000 -1371.91535322 
  14.00000000 -1371.91441573 
  15.00000000 -1371.91364044 
  16.00000000 -1371.91302337 
  17.00000000 -1371.91252473 
  18.00000000 -1371.91212226 
  19.00000000 -1371.91180850 
  20.00000000 -1371.91156588 
  21.00000000 -1371.91136560 
  22.00000000 -1371.91120054 
  23.00000000 -1371.91106693 
  24.00000000 -1371.91096107 
  25.00000000 -1371.91087345 
  26.00000000 -1371.91079946 
  27.00000000 -1371.91073769 
  28.00000000 -1371.91068798 
  29.00000000 -1371.91064676 
  30.00000000 -1371.91061184 
