   1.00000000 -1083.17706717 
   2.00000000 -1083.18669039 
   3.00000000 -1083.19284381 
   4.00000000 -1083.19661531 
   5.00000000 -1083.19873551 
   6.00000000 -1083.19966512 
   7.00000000 -1083.19977467 
   8.00000000 -1083.19938902 
   9.00000000 -1083.19872984 
  10.00000000 -1083.19790921 
  11.00000000 -1083.19699119 
  12.00000000 -1083.19605132 
  13.00000000 -1083.19515251 
  14.00000000 -1083.19431526 
  15.00000000 -1083.19355187 
  16.00000000 -1083.19286940 
  17.00000000 -1083.19226492 
  18.00000000 -1083.19172845 
  19.00000000 -1083.19126203 
  20.00000000 -1083.19085945 
  21.00000000 -1083.19051652 
  22.00000000 -1083.19023220 
  23.00000000 -1083.18999415 
  24.00000000 -1083.18979545 
  25.00000000 -1083.18963296 
  26.00000000 -1083.18950153 
  27.00000000 -1083.18939624 
  28.00000000 -1083.18931407 
  29.00000000 -1083.18925030 
  30.00000000 -1083.18920040 
