   1.00000000 -1107.21850399 
   2.00000000 -1107.22273602 
   3.00000000 -1107.22557941 
   4.00000000 -1107.22740694 
   5.00000000 -1107.22849344 
   6.00000000 -1107.22906571 
   7.00000000 -1107.22929173 
   8.00000000 -1107.22929411 
   9.00000000 -1107.22914123 
  10.00000000 -1107.22888184 
  11.00000000 -1107.22857047 
  12.00000000 -1107.22824707 
  13.00000000 -1107.22792313 
  14.00000000 -1107.22760791 
  15.00000000 -1107.22731565 
  16.00000000 -1107.22705259 
  17.00000000 -1107.22681259 
  18.00000000 -1107.22660125 
  19.00000000 -1107.22641867 
  20.00000000 -1107.22626522 
  21.00000000 -1107.22613207 
  22.00000000 -1107.22602171 
  23.00000000 -1107.22592972 
  24.00000000 -1107.22585369 
  25.00000000 -1107.22579062 
  26.00000000 -1107.22573815 
  27.00000000 -1107.22569461 
  28.00000000 -1107.22565896 
  29.00000000 -1107.22562963 
  30.00000000 -1107.22560510 
