   1.00000000 -1641.62791006 
   2.00000000 -1641.63723535 
   3.00000000 -1641.64247921 
   4.00000000 -1641.64503158 
   5.00000000 -1641.64592323 
   6.00000000 -1641.64586682 
   7.00000000 -1641.64522684 
   8.00000000 -1641.64431777 
   9.00000000 -1641.64334428 
  10.00000000 -1641.64239736 
  11.00000000 -1641.64153608 
  12.00000000 -1641.64080413 
  13.00000000 -1641.64019624 
  14.00000000 -1641.63968925 
  15.00000000 -1641.63927374 
  16.00000000 -1641.63893736 
  17.00000000 -1641.63865182 
  18.00000000 -1641.63840913 
  19.00000000 -1641.63820226 
  20.00000000 -1641.63802701 
  21.00000000 -1641.63787864 
  22.00000000 -1641.63775406 
  23.00000000 -1641.63764994 
  24.00000000 -1641.63756296 
  25.00000000 -1641.63749006 
  26.00000000 -1641.63743088 
  27.00000000 -1641.63738034 
  28.00000000 -1641.63733770 
  29.00000000 -1641.63730141 
  30.00000000 -1641.63727011 
