   1.00000000 -852.30896028 
   2.00000000 -852.31786059 
   3.00000000 -852.32296111 
   4.00000000 -852.32569744 
   5.00000000 -852.32693989 
   6.00000000 -852.32730223 
   7.00000000 -852.32715444 
   8.00000000 -852.32669240 
   9.00000000 -852.32611117 
  10.00000000 -852.32549918 
  11.00000000 -852.32491166 
  12.00000000 -852.32436099 
  13.00000000 -852.32385657 
  14.00000000 -852.32342129 
  15.00000000 -852.32303774 
  16.00000000 -852.32269795 
  17.00000000 -852.32240788 
  18.00000000 -852.32216029 
  19.00000000 -852.32194701 
  20.00000000 -852.32176783 
  21.00000000 -852.32162044 
  22.00000000 -852.32149796 
  23.00000000 -852.32139825 
  24.00000000 -852.32131699 
  25.00000000 -852.32125104 
  26.00000000 -852.32119760 
  27.00000000 -852.32115457 
  28.00000000 -852.32111929 
  29.00000000 -852.32109102 
  30.00000000 -852.32106711 
